//Map No	Old Grouping	New Grouping	New Flip	1
2.5.5.620.110.100.904.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.904.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.904.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.905.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.905.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.905.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.905.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.906.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.906.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.906.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.906.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.907.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.907.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.907.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.907.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.908.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.908.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.908.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.908.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.909.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.909.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.909.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.909.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.910.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.910.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.910.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.911.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.911.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.911.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.911.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.912.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.912.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.912.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.912.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.913.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.913.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.913.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.913.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.914.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.914.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.915.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.915.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.915.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.915.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.916.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.916.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.916.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.917.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.917.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.917.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.917.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.918.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.918.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.918.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.918.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.919.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.919.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.919.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.919.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.920.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.920.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.920.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.920.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.921.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.921.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.921.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.921.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.922.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.922.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.922.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.922.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.923.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.923.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.923.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.924.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.924.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.924.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.924.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.925.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.925.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.925.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.925.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.100.926.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.926.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.100.926.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.100.926.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.620.110.103.100.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.150.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.200.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.250.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.300.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.350.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.400.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.450.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.500.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.510.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.800.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.850.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.900.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.910.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.920.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.103.930.100.01100.000	62.30.43	62.30.62.10.100		1
2.5.5.620.110.109.100.100.00100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.109.100.100.01100.000	62.30.43.001	62.30.62.10.100		1
2.5.5.620.110.109.100.300.00100.000	62.30.43.001	62.30.62.10.300		1
2.5.5.620.110.109.100.350.00100.000	62.30.43.001	62.30.62.10.350		1
2.5.5.690.100.000.090.000.00000.000	62.30.44	62.30.69.00.090		1
2.5.5.690.100.000.130.000.00000.000	62.30.44	62.30.69.00.130		1
2.5.5.690.100.000.270.001.00000.000	62.30.44	62.30.69.00.270		1
2.5.5.690.100.000.270.002.00000.000	62.30.44	62.30.69.00.270		1
2.5.5.690.100.000.270.003.00000.000	62.30.44	62.30.69.00.270		1
2.5.5.690.100.000.270.004.00000.000	62.30.44	62.30.69.00.270		1
2.5.5.690.100.000.300.000.00000.000	62.30.44	62.30.69.00.300		1
2.5.5.690.100.000.360.001.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.001.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.001.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.002.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.002.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.002.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.003.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.003.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.003.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.004.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.004.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.004.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.007.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.007.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.007.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.008.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.008.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.008.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.009.00000.001	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.009.00000.002	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.360.009.00000.003	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.361.000.00000.000	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.362.000.00000.000	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.365.000.00000.000	62.30.44	62.30.69.00.360		1
2.5.5.690.100.000.370.000.00000.000	62.30.44	62.30.69.00.370		1
2.5.5.690.100.000.380.000.00000.000	62.30.44	62.30.69.00.380		1
2.5.5.690.100.000.470.000.00000.000	62.30.44	62.30.69.00.470		1
2.5.5.690.100.000.480.000.00000.000	62.30.44	62.30.69.00.480		1
2.5.5.690.100.000.500.000.00000.000	62.30.44	62.30.69.00.500		1
2.5.5.690.100.000.510.000.00000.000	62.30.44	62.30.69.00.510		1
2.5.5.690.100.000.560.000.00000.000	62.30.44	62.30.69.00.560		1
2.5.5.690.100.000.580.000.00000.000	62.30.44	62.30.69.00.580		1
2.5.5.690.100.000.580.000.00100.000	62.30.44	62.30.69.00.580		1
2.5.5.690.100.000.700.000.00000.000	62.30.44	62.30.69.00.700		1
2.5.5.690.100.000.770.001.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.002.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.003.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.004.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.007.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.008.00000.000	62.30.44	62.30.69.00.770		1
2.5.5.690.100.000.770.009.00000.000	66.30.00.000	62.30.69.00.770		1
2.5.5.690.100.000.800.000.00000.000	62.30.44	62.30.69.00.800		1
2.5.5.690.100.000.810.000.00000.000	62.30.44	62.30.69.00.810		1
2.5.5.690.100.000.820.000.00000.000	62.30.44	62.30.69.00.820		1
2.5.5.690.100.000.830.000.00000.000	62.30.44	62.30.69.00.830		1
2.5.5.690.100.000.840.000.00000.000	62.30.44	62.30.69.00.840		1
2.5.5.690.100.000.850.000.00000.000	62.30.44	62.30.69.00.850		1
2.5.5.690.100.000.860.000.00000.000	62.30.44	62.30.69.00.860		1
2.5.5.690.100.000.870.000.00000.000	62.30.44	62.30.69.00.870		1
2.5.5.690.100.000.880.000.00000.000	62.30.44	62.30.69.00.880		1
2.5.5.690.100.000.890.000.00000.000	62.30.44	62.30.69.00.890		1
2.5.5.690.100.000.990.000.00000.000	62.30.44	62.30.69.00.990		1
2.5.6.500.100.000.010.000.00000.000	66.30.00.000	66.30.00.00.010		1
2.5.6.500.100.000.020.000.00000.000	66.30.00.000	66.30.00.00.020		1
2.5.6.500.100.000.030.000.00000.000	66.30.00.000	66.30.00.00.030		1
2.5.6.500.100.000.030.000.10010.000	66.30.00.000	66.30.00.00.030		1
2.5.6.500.100.000.050.000.00000.000	66.30.00.000	66.30.00.00.050		1
2.5.6.500.100.000.050.000.10010.000	66.30.00.000	66.30.00.00.050		1
2.5.6.500.100.000.060.001.00000.000	66.30.00.000	66.30.00.00.060		1
2.5.6.500.100.000.060.002.00000.000	66.30.00.000	66.30.00.00.060		1
2.5.6.500.100.000.060.003.00000.000	66.30.00.000	66.30.00.00.060		1
2.5.6.500.100.000.060.004.00000.000	66.30.00.000	66.30.00.00.060		1
2.5.6.500.100.000.060.005.00000.000	66.30.00.000	66.30.00.00.060		1
2.5.6.500.100.000.065.000.00000.000	66.30.00.000	66.30.00.00.065		1
2.5.6.500.100.000.065.001.00000.000	66.30.00.001	66.30.00.00.065		1
2.5.6.500.100.000.070.000.00000.000	66.30.00.000	66.30.00.00.070		1
2.5.6.500.100.000.070.000.00000.001	66.30.00.001	66.30.00.00.070		1
2.5.6.500.100.000.070.000.00000.002	66.30.00.001	66.30.00.00.070		1
2.5.6.500.100.000.080.000.00000.000	66.30.00.000	66.30.00.00.080		1
2.5.6.500.100.000.090.000.00000.000	66.30.00.000	66.30.00.00.090		1
2.5.6.500.100.000.100.000.00000.000	66.30.00.000	66.30.00.00.100		1
2.5.6.500.100.000.110.000.00000.000	66.30.00.000	66.30.00.00.110		1
2.5.6.500.100.000.120.001.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.001.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.002.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.002.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.003.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.003.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.004.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.004.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.005.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.005.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.006.00000.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.120.006.00100.000	66.30.00.000	66.30.00.00.120		1
2.5.6.500.100.000.130.000.00000.000	66.30.00.000	66.30.00.00.130		1
2.5.6.500.100.000.130.000.00000.001	66.30.00.000	66.30.00.00.130		1
2.5.6.500.100.000.130.000.00000.002	66.30.00.000	66.30.00.00.130		1
2.5.6.500.100.000.140.000.00000.000	66.30.00.000	66.30.00.00.140		1
2.5.6.500.100.000.150.000.00000.000	66.30.00.000	66.30.00.00.150		1
2.5.6.500.100.000.180.000.00000.000	66.30.00.000	66.30.00.00.180		1
2.5.6.500.100.000.190.000.00000.000	66.30.00.000	66.30.00.00.190		1
2.5.6.500.100.000.190.000.00100.000	66.30.00.000	66.30.00.00.190		1
2.5.6.500.100.000.210.000.00000.000	66.30.00.000	66.30.00.00.210		1
2.5.6.500.100.000.220.000.00000.001	66.30.00.000	66.30.00.00.220		1
2.5.6.500.100.000.220.000.00000.002	66.30.00.000	66.30.00.00.220		1
2.5.6.500.100.000.230.000.00000.000	66.30.00.000	66.30.00.00.230		1
2.5.6.500.100.000.230.000.00100.000	66.30.00.000	66.30.00.00.230		1
2.5.6.500.100.000.240.000.00000.000	66.30.00.000	66.30.00.00.240		1
2.5.6.500.100.000.250.000.00000.000	66.30.00.000	66.30.00.00.250		1
2.5.6.500.100.000.250.000.00000.001	66.30.00.000	66.30.00.00.250		1
2.5.6.500.100.000.260.000.00000.000	66.30.00.000	66.30.00.00.260		1
2.5.6.500.100.000.270.001.00000.000	66.30.00.000	66.30.00.00.270		1
2.5.6.500.100.000.270.002.00000.000	66.30.00.000	66.30.00.00.270		1
2.5.6.500.100.000.270.003.00000.000	66.30.00.000	66.30.00.00.270		1
2.5.6.500.100.000.270.004.00000.000	66.30.00.000	66.30.00.00.270		1
2.5.6.500.100.000.290.000.00000.000	66.30.00.000	66.30.00.00.290		1
2.5.6.500.100.000.290.000.10010.000	66.30.00.000	66.30.00.00.290		1
2.5.6.500.100.000.310.000.00000.000	66.30.00.000	66.30.00.00.310		1
2.5.6.500.100.000.320.000.00000.000	66.30.00.000	66.30.00.00.320		1
2.5.6.500.100.000.330.000.00000.000	66.30.00.000	66.30.00.00.330		1
2.5.6.500.100.000.340.000.00000.000	66.30.00.000	66.30.00.00.340		1
2.5.6.500.100.000.350.000.00000.000	66.30.00.000	66.30.00.00.350		1
2.5.6.500.100.000.360.001.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.001.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.001.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.002.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.002.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.002.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.003.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.003.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.003.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.004.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.004.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.004.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.007.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.007.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.007.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.008.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.008.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.008.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.009.00000.001	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.009.00000.002	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.360.009.00000.003	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.361.000.00000.000	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.362.000.00000.000	66.30.00.000	66.30.00.00.360		1
2.5.6.500.100.000.365.000.00000.000	66.30.00.000	66.30.00.00.365		1
2.5.6.500.100.000.370.000.00000.000	66.30.00.000	66.30.00.00.370		1
2.5.6.500.100.000.370.000.00000.001	66.30.00.000	66.30.00.00.370		1
2.5.6.500.100.000.370.000.00000.002	66.30.00.000	66.30.00.00.370		1
2.5.6.500.100.000.370.000.00000.003	66.30.00.000	66.30.00.00.370		1
2.5.6.500.100.000.370.000.00000.004	66.30.00.000	66.30.00.00.370		1
2.5.6.500.100.000.380.000.00000.000	66.30.00.000	66.30.00.00.380		1
2.5.6.500.100.000.380.000.00000.001	66.30.00.000	66.30.00.00.380		1
2.5.6.500.100.000.380.000.00000.002	66.30.00.000	66.30.00.00.380		1
2.5.6.500.100.000.380.000.00000.003	66.30.00.000	66.30.00.00.380		1
2.5.6.500.100.000.390.000.00000.000	66.30.00.000	66.30.00.00.390		1
2.5.6.500.100.000.400.000.00000.000	66.30.00.000	66.30.00.00.400		1
2.5.6.500.100.000.430.001.00000.000	66.30.00.000	66.30.00.00.430		1
2.5.6.500.100.000.430.002.00000.000	66.30.00.000	66.30.00.00.430		1
2.5.6.500.100.000.430.003.00000.000	66.30.00.000	66.30.00.00.430		1
2.5.6.500.100.000.430.004.00000.000	66.30.00.000	66.30.00.00.430		1
2.5.6.500.100.000.430.005.00000.000	66.30.00.000	66.30.00.00.430		1
2.5.6.500.100.000.450.000.00000.000	66.30.00.000	66.30.00.00.450		1
2.5.6.500.100.000.460.000.00000.000	66.30.00.000	66.30.00.00.460		1
2.5.6.500.100.000.470.000.00000.000	66.30.00.000	66.30.00.00.470		1
2.5.6.500.100.000.480.000.00000.000	66.30.00.000	66.30.00.00.480		1
2.5.6.500.100.000.490.000.00000.000	66.30.00.000	66.30.00.00.490		1
2.5.6.500.100.000.500.000.00000.000	66.30.00.000	66.30.00.00.500		1
2.5.6.500.100.000.510.000.00000.000	66.30.00.000	66.30.00.00.510		1
2.5.6.500.100.000.520.000.00000.000	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.001	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.002	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.003	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.004	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.005	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.006	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.007	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.008	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.009	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.010	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.011	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.012	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.013	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.014	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.520.000.00000.015	66.30.00.000	66.30.00.00.520		1
2.5.6.500.100.000.530.000.00000.000	66.30.00.000	66.30.00.00.530		1
2.5.6.500.100.000.540.000.00000.000	66.30.00.000	66.30.00.00.540		1
2.5.6.500.100.000.550.000.00000.000	66.30.00.000	66.30.00.00.550		1
2.5.6.500.100.000.560.000.00000.000	66.30.00.000	66.30.00.00.560		1
2.5.6.500.100.000.580.000.00000.000	66.30.00.000	66.30.00.00.580		1
2.5.6.500.100.000.580.000.00100.000	66.30.00.000	66.30.00.00.580		1
2.5.6.500.100.000.590.000.00000.000	66.30.00.000	66.30.00.00.590		1
2.5.6.500.100.000.600.000.00000.000	66.30.00.000	66.30.00.00.600		1
2.5.6.500.100.000.600.000.10010.000	66.30.00.000	66.30.00.00.600		1
2.5.6.500.100.000.610.000.00000.000	66.30.00.000	66.30.00.00.610		1
2.5.6.500.100.000.610.000.10010.000	66.30.00.000	66.30.00.00.610		1
2.5.6.500.100.000.630.000.00000.000	66.30.00.000	66.30.00.00.630		1
2.5.6.500.100.000.640.000.00000.000	66.30.00.000	66.30.00.00.640		1
2.5.6.500.100.000.650.000.00000.000	66.30.00.000	66.30.00.00.650		1
2.5.6.500.100.000.660.000.00000.000	66.30.00.000	66.30.00.00.660		1
2.5.6.500.100.000.670.000.00000.000	66.30.00.000	66.30.00.00.670		1
2.5.6.500.100.000.685.000.00000.000	66.30.00.000	66.30.00.00.685		1
2.5.6.500.100.000.690.000.00000.000	66.30.00.000	66.30.00.00.690		1
2.5.6.500.100.000.690.000.00000.001	66.30.00.000	66.30.00.00.690		1
2.5.6.500.100.000.690.000.00000.002	66.30.00.000	66.30.00.00.690		1
2.5.6.500.100.000.700.000.00000.000	66.30.00.000	66.30.00.00.700		1
2.5.6.500.100.000.710.000.00000.000	66.30.00.000	66.30.00.00.710		1
2.5.6.500.100.000.720.000.00000.000	66.30.00.000	66.30.00.00.720		1
2.5.6.500.100.000.730.000.00000.000	66.30.00.000	66.30.00.00.730		1
2.5.6.500.100.000.730.000.00100.000	66.30.00.000	66.30.00.00.730		1
2.5.6.500.100.000.740.000.00000.000	66.30.00.000	66.30.00.00.740		1
2.5.6.500.100.000.750.000.00000.000	66.30.00.000	66.30.00.00.750		1
2.5.6.500.100.000.760.000.00000.000	66.30.00.000	66.30.00.00.760		1
2.5.6.500.100.000.770.001.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.001.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.002.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.002.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.003.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.003.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.004.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.004.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.007.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.007.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.008.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.008.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.009.00000.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.770.009.10010.000	66.30.00.000	66.30.00.00.770		1
2.5.6.500.100.000.780.000.00000.000	66.30.00.000	66.30.00.00.780		1
2.5.6.500.100.000.790.000.00000.000	66.30.00.000	66.30.00.00.790		1
2.5.6.500.100.000.800.000.00000.000	66.30.00.000	66.30.00.00.800		1
2.5.6.500.100.000.810.000.00000.000	66.30.00.000	66.30.00.00.810		1
2.5.6.500.100.000.820.000.00000.000	66.30.00.000	66.30.00.00.820		1
2.5.6.500.100.000.830.000.00000.000	66.30.00.000	66.30.00.00.830		1
2.5.6.500.100.000.840.000.00000.000	66.30.00.000	66.30.00.00.840		1
2.5.6.500.100.000.850.000.00000.000	66.30.00.000	66.30.00.00.850		1
2.5.6.500.100.000.860.000.00000.000	66.30.00.000	66.30.00.00.860		1
2.5.6.500.100.000.870.000.00000.000	66.30.00.000	66.30.00.00.870		1
2.5.6.500.100.000.880.000.00000.000	66.30.00.000	66.30.00.00.880		1
2.5.6.500.100.000.890.000.00000.000	66.30.00.000	66.30.00.00.890		1
2.5.6.500.100.000.900.000.00000.001	66.30.00.001	66.30.00.00.900		1
2.5.6.500.100.000.900.000.00000.002	66.30.00.001	66.30.00.00.900		1
